FDID, Fire dept name, HQ addr1, HQ addr2, HQ city, HQ state, HQ zip, Mail addr1, Mail addr2, Mail PO box, Mail city, Mail state, Mail zip, HQ phone, HQ fax, County, Dept Type, Organization Type, Website, Number Of Stations, Active Firefighters - Career, Active Firefighters - Volunteer, Active Firefighters - Paid per Call, Non-Firefighting - Civilian, Non-Firefighting - Volunteer, Primary agency for emergency mgmt
"09016","Waxhaw Community Volunteer Fire Department & Rescue Squad","3500 Waxhaw PKWY","","Waxhaw","NC","28173","3500 Waxhaw PKWY","","","Waxhaw","NC","28173-5026","704-843-4001","704-843-4362","Union","Mostly volunteer","Private or industrial fire brigade","https://waxhawvfd.org/","2","12","10","42","1","29","No"
"04411","Waynesville Fire Department","1022 N Main ST","","Waynesville","NC","28786","1022 N Main ST","","","Waynesville","NC","28786-3218","828-456-6151","828-456-2001","Haywood","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.waynesvillefire.org","2","10","0","24","0","0",""
"04914","Wayside Volunteer Fire Department, Inc.","234 Bethesda RD","","Statesville","NC","28677-2734","234 Bethesda RD","","","Statesville","NC","28677-2734","704-872-9421","704-872-4744","Iredell","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://waysidevfd.org","2","1","17","13","1","0",""
"01120","Weaverville Fire Department","3 Monticello RD","","Weaverville","NC","28787","","","PO Box 338","Weaverville","NC","28787-0338","828-645-3500","828-658-9868","Buncombe","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://weavervillenc.org/town-council-government/fire-department/","1","32","0","0","0","0","No"
"07002","Weekville Volunteer Fire Department","2742 Peartree RD","","Elizabeth City","NC","27909","2742 Peartree RD","","","Elizabeth City","NC","27909-7118","252-333-3222","252-335-1777","Pasquotank","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","34","0","0","0","No"
"02922","Welcome Fire Department","287 N Leonard RD","","Lexington","NC","27295","","","PO Box 251","Welcome","NC","27374-0251","336-793-7310","","Davidson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://welcomefire.com/","1","0","0","57","0","9","Yes"
"04210","Weldon Fire Department","201 Sycamore ST","","Weldon","NC","27890","201 Sycamore ST","","","Weldon","NC","27890-1539","252-536-4655","252-536-4668","Halifax","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","7","17","0","0","0","Yes"
"09222","Wendell Holmes Rural Fire Department","2960 Wendell BLVD","","Wendell","NC","27591-7269","2960 Wendell BLVD","","","Wendell","NC","27591-7269","919-365-3635","","Wake","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","35","22","7","1","2","No"
"07912","Wentworth Volunteer Fire Department","8365 NC Highway 87","","Reidsville","NC","27320","8365 NC Highway 87","","","Reidsville","NC","27320-8898","336-342-2795","336-342-7193","Rockingham","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","0","No"
"09020","Wesley Chapel Volunteer Fire Department","315 Waxhaw Indian Trail RD","","Waxhaw","NC","28173","315 Waxhaw Indian Trail RD","","","Waxhaw","NC","28173-7759","704-843-3367","","Union","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wesleychapelvfd.org/","2","26","71","0","0","0","No"
"01121","West Buncombe Fire Department","549 Old County Home RD","","Asheville","NC","28806","549 Old County Home RD","","","Asheville","NC","28806-9563","828-254-7387","828-254-9191","Buncombe","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wbfd.org/","2","53","30","25","1","0","No"
"03310","West Edgecombe Volunteer Fire Department","4100 Cokey RD","PO Box 2793","Rocky Mount","NC","27802","4100 Cokey RD","","PO Box 2793","Rocky Mount","NC","27802","252-442-5838","252-442-4872","Edgecombe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","37","0","0","0",""
"06361","West End Fire and Rescue","4203 NC Highway 73","","West End","NC","27376","4203 NC Highway 73","","","West End","NC","27376-9142","910-673-0905","","Moore","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.wefd61.org","2","6","38","0","0","0","Yes"
"01277","West End Volunteer Fire Department","3776 Jamestown RD","","Morganton","NC","28655","3776 Jamestown RD","","","Morganton","NC","28655-9125","828-584-3160","","Burke","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","0","39","0","0","0","No"
"04705","West Hoke Fire Department","6650 Turnpike RD","","Raeford","NC","28376-7479","6650 Turnpike RD","","","Raeford","NC","28376-7479","910-848-6933","910-848-6933","Hoke","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","31","0","0","0","Yes"
"04913","West Iredell Fire Department","2136 Old Mountain RD","","Statesville","NC","28625","2136 Old Mountain RD","","","Statesville","NC","28625-1631","704-872-3947","704-872-7658","Iredell","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","15","0","23","0","0","Yes"
"02923","West Lexington Volunteer Fire & Rescue Department, Inc.","1600 W Center Street EXT","","Lexington","NC","27295","","","PO Box 1654","Lexington","NC","27293-1654","336-248-2120","336-248-6249","Davidson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","12","23","0","0","1","No"
"05708","West Macon Fire & Rescue, Inc.","45 No Name RD","","Franklin","NC","28734","45 No Name RD","","","Franklin","NC","28734","828-524-5925","828-524-1829","Macon","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","30","0","0","7",""
"06413","West Mount Volunteer Fire Department","7955 W Mount DR","","Rocky Mount","NC","27803","7955 W Mount DR","","","Rocky Mount","NC","27803-4403","252-937-4741","252-937-4656","Nash","Mostly volunteer","Contract fire department","https://www.wmvfd4.com","1","3","36","0","0","5","Yes"
"02557","West of New Bern Fire Department","900 Chelsea RD","","New Bern","NC","28562","900 Chelsea RD","","","New Bern","NC","28562","252-638-1119","252-638-2529","Craven","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","0","49","0","0","10",""
"08001","West Rowan Volunteer Fire Department, Inc.","2840 Graham RD","","Mount Ulla","NC","28125-7742","2840 Graham RD","","","Mount Ulla","NC","28125-7742","704-278-0120","704-278-0120","Rowan","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","4","0","44","0","0","15",""
"05306","West Sanford Rural Volunteer Fire Department","804 Cumnock RD","","Sanford","NC","27330-0506","804 Cumnock RD","","","Sanford","NC","27330-0506","919-774-8854","919-775-7719","Lee","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","0",""
"08703","West Swain Fire Department Inc.","114 Needmore RD","","Almond","NC","28702","","","PO Box 117","Almond","NC","28702-0117","828-488-2269","828-488-6322","Swain","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","28","0","0","18","No"
"09918","West Yadkin Fire Department","3205 US 21 HWY","","Hamptonville","NC","27020","3205 US 21 HWY","","","Hamptonville","NC","27020-7307","336-468-2844","336-468-4654","Yadkin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://msfes.net/westyadkin/","1","2","33","0","0","5","No"
"02622","Westarea Volunteer Fire Department","8716 E Reeves Bridge RD","","Linden","NC","28356","8716 E Reeves Bridge RD","","","Linden","NC","28356-9194","910-822-0901","910-822-0440","Cumberland","Volunteer","Contract fire department","","3","0","60","12","1","6","Yes"
"01612","Western Carteret Fire & EMS Department, Inc.","140 Sherwood AVE","","Cedar Point","NC","28584","140 Sherwood AVE","","","Cedar Point","NC","28584","252-393-8301","252-393-6599","Carteret","Mostly volunteer","Private or industrial fire brigade","","1","26","13","18","1","3",""
"09229","Western Wake Fire Rescue","4021 District DR","","Raleigh","NC","27607","4021 District DR","","","Raleigh","NC","27607-6471","919-836-1900","919-834-2944","Wake","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wake.gov/events/western-wake-fire-rescue-march-8th-2021-0700pm","1","0","7","42","0","3","No"
"08673","Westfield Volunteer Fire Department","3386 Old Westfield RD","","Pilot MTN","NC","27041","170","","","Westfield","NC","27053-0170","336-351-2576","","Stokes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://westfieldvfd.com/","1","0","28","0","0","2","Yes"
"06314","Westmoore Volunteer Fire Protective Association, Inc.","1211 Dover Church RD","","Seagrove","NC","27341","1211 Dover Church RD","","","Seagrove","NC","27341-7225","910-464-2367","910-464-4691","Moore","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","2","0","22","1","1","No"
"07615","Westside Volunteer Fire & Rescue Department","225 Westside CIR","","Asheboro","NC","27205","","","PO Box 3217","Asheboro","NC","27204-3217","336-629-0802","336-629-4843","Randolph","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","1","37","0","0","0",""
"06351","Whispering Pines Fire Rescue Department","16 Hardee LN","","Whispering Pines","NC","28327","16 Hardee LN","","","Whispering Pines","NC","28327-9382","910-949-2400","","Moore","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.vwpnc.org/pview.aspx?id=20693&catid=557","1","3","0","36","0","0","Yes"
"06414","Whitakers Volunteer Fire Department, Inc.","104 SW Railroad ST","","Whitakers","NC","27891","","","PO Box 8","Whitakers","NC","27891-0008","252-437-0748","252-437-0247","Nash","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","23","0","0","0","No"
"06810","White Cross Volunteer Fire Department Inc","5722 Old Greensboro RD","","Chapel Hill","NC","27516-5025","5722 Old Greensboro RD","","","Chapel Hill","NC","27516-5025","919-942-1194","919-942-9733","Orange","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://wwwwhitecrossfire.com/","2","4","27","0","0","8","No"
"00906","White Lake Volunteer Fire Department","1859 White Lake DR","","Elizabethtown","NC","28337","1879 White Lake DR PMB 7250","","","Elizabethtown","NC","28337-6280","910-862-7363","910-862-3816","Bladen","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","38","0","0","3","Yes"
"03504","White Level Volunteer Fire Department","2465 White Level RD","","Louisburg","NC","27549","2465 White Level RD","","","Louisburg","NC","27549-8105","919-853-3550","919-853-9962","Franklin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","38","0","0","0","Yes"
"02415","White Marsh-Welches Creek Community Volunteer Fire Department","45 Millie Christine RD","","Whiteville","NC","28472","45 Millie Christine RD","","","Whiteville","NC","28472-6049","910-642-6884","910-642-6884","Columbus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","22","0","0","0","No"
"00912","White Oak Fire Department","10838 NC 53","PO Box 130","White Oak","NC","28399","10838 NC 53","PO Box 130","PO Box ","White Oak","NC","28399","910-866-4160","","Bladen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","1",""
"06720","White Oak Volunteer Fire Department","1400 Old 30 RD","","Maysville","NC","28555-9279","1400 Old 30 RD","","","Maysville","NC","28555-9279","910-743-1591","","Onslow","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","3",""
"08678","White Plains Fire Department","801 Old HWY 601","","White Plains","NC","27030","","","PO Box 7010","Mount Airy","NC","27030-7010","336-789-5311","","Surry","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","0",""
